"max","facilityname","concatenatedaddress","inspectionstatus"
"2015-12-16 00:00:00","TREEBEARDS PENNZOIL PLACE","711 R202 LOUISIANA ST HOUSTON TX 77002","FAIL"
"2015-11-05 00:00:00","PHO AN #2","17565 TOMBALL  PKWY HOUSTON TX 77064","FAIL"
"2016-05-02 00:00:00","STARBUCKS COFFEE #6219","2520 UNIVERSITY HOUSTON TX 77005","PASS"
"2016-04-01 00:00:00","NAM NOODLES AND MORE","1915 W GRAY ST STE A HOUSTON TX 77019","PASS"
"2015-10-29 00:00:00","TAQUERIA TIERRA CALIENTE - Garcia Brothers","6410 HARRISBURG HOUSTON TX 77011","PASS"
"2016-04-27 00:00:00","BRAEBURN ELEMENTARY SCHOOL","7707 RAMPART HOUSTON TX 77081","PASS"
"2016-04-07 00:00:00","MEMORIAL Q-MART","14602 MEMORIAL HOUSTON TX 77079","PASS"
"2016-02-23 00:00:00","LOS CUCOS MEXICAN CAFE","1111 STUDEWOOD STE 100 HOUSTON TX 77008","PASS"
"2016-06-01 00:00:00","MARBLE SLAB CREAMERY","5015 WESTHEIMER STE 1305 HOUSTON TX 77056","PASS"
"2016-06-14 00:00:00","RIVER OAKS ELEMENTARY SCHOOL","2008 KIRBY DR HOUSTON TX 77019","PASS"
"2015-09-08 00:00:00","STERLINGSHIRE FOOD PANTRY","9002 STERLINGSHIRE HOUSTON TX 77078","PASS"
"2015-07-02 00:00:00","ZEYAD BAKERY & SWEETS","8261 RICHMOND AVE STE B - C HOUSTON TX 77063","PASS"
"2016-03-21 00:00:00","RITZ CABARET","10520 GULF  FWY HOUSTON TX 77034","PASS"
"2016-01-10 00:00:00","MAIN MART","14711 S MAIN HOUSTON TX 77035","PASS"
"2016-03-25 00:00:00","IHOP #1910","15 E CROSSTIMBERS HOUSTON TX 77022","PASS"
"2016-06-28 00:00:00","SCHLOTZSKY'S","2403 BAY AREA BLVD STE A-1 HOUSTON TX 77058","PASS"
"2015-08-06 00:00:00","DOGS AND MORE #4","12009 NORTHWEST FREEWAY HOUSTON TX 77092","PASS"
"2016-05-03 00:00:00","EL RINCON SUPERMARKET","6830 WALLISVILLE RD HOUSTON TX 77020","PASS"
"2015-12-10 00:00:00","TACO BELL / KFC  # 027807","2093 TAYLOR ST HOUSTON TX 77007","PASS"
"2016-02-12 00:00:00","ADVANCE AUTO PARTS #106837","11900 BISSONNET ST HOUSTON TX 77099","PASS"
"2016-05-27 00:00:00","LARRY'S BBQ, LLC","13159 NORTHWEST FREEWAY HOUSTON TX 77040","PASS"
"2016-03-23 00:00:00","WORTHING HIGH SCHOOL","9215 SCOTT ST HOUSTON TX 77051","PASS"
"2015-10-21 00:00:00","CAFE ADOBE","7620 KATY  FWY STE 355 HOUSTON TX 77024","PASS"
"2016-02-09 00:00:00","EXTENDED STAY AMERICA","7979 FANNIN HOUSTON TX 77054","PASS"
"2015-11-02 00:00:00","CHICK-FIL-A #00339","1174 WILLOWBROOK MALL HOUSTON TX 77070","PASS"
"2016-04-12 00:00:00","PIZZA HUT #312016","7815 BELLFORT HOUSTON TX 77061","PASS"
"2015-10-01 00:00:00","DOLLAR Y MAS FOOD STORE","8338 PARK PLACE BLVD HOUSTON TX 77017","PASS"
"2015-09-30 00:00:00","CHANCELLOR ELEMENTARY SCHOOL","4350 BOONE HOUSTON TX 77072","PASS"
"2016-06-02 00:00:00","CHURCHS CHICKEN #1548","3207 OLD SPANISH TRAIL HOUSTON TX 77021","PASS"
"2016-03-10 00:00:00","KOLACHE FACTORY","14095 NORTHWEST  FWY STE B HOUSTON TX 77040","PASS"
"2015-08-05 00:00:00","DINA'S DONUTS","2804 S RICHEY HOUSTON TX 77017","PASS"
"2016-03-30 00:00:00","KENNY AND ZIGGY WEST UNIVERSITY","5172 BUFFALO SPEEDWAY STE C-101 HOUSTON TX 77005","PASS"
"2016-01-25 00:00:00","ALTAR CALL FELLOWSHIP CHURCH","2022 DOLLY WRIGHT HOUSTON TX 77088","PASS"
"2015-10-15 00:00:00","WINGSTOP","2410 BAY AREA  BLVD STE E HOUSTON TX 77058","PASS"
"2015-11-28 00:00:00","PLAYA EL CUCO RESTAURANT","436 E CROSSTIMBERS HOUSTON TX 77022","FAIL"
"2016-04-28 00:00:00","4 T'S MINI MART","6425 WESTHEIMER STE 1005 HOUSTON TX 77057","PASS"
"2016-03-31 00:00:00","TACOS FLORES  -   TEXASTAR","145 E CROSSTIMBERS ST HOUSTON TX 77022","PASS"
"2016-01-26 00:00:00","MRS TAMMY'S LEARNING CENTER","15311 BLUE RIDGE MISSOURI CITY TX 77489","PASS"
"2016-05-31 00:00:00","GOODE COMPANY SEAFOOD II","10211 KATY  FWY HOUSTON TX 77024","PASS"
"2015-09-21 00:00:00","SON NAM RESTAURANT","130 GULFGATE MALL HOUSTON TX 77087","PASS"
"2016-01-07 00:00:00","CUNNINGHAM PHARMACY","6033 AIRLINE HOUSTON TX 77076","PASS"
"2016-06-20 00:00:00","QUIK MART","625 TIDWELL STE A HOUSTON TX 77022","PASS"
"2016-01-07 00:00:00","DOLLAR GENERAL   # 11578","7728 LOCKWOOD DR HOUSTON TX 77016","PASS"
"2015-10-08 00:00:00","TARGET  T1435","984 GESSNER DR HOUSTON TX 77024","FAIL"
"2016-04-01 00:00:00","LA HACIENDA SUPERMARKET","9652 BEECHNUT STE B HOUSTON TX 77036","FAIL"
"2015-11-17 00:00:00","MEXICO'S DELI","2374 DAIRY ASHFORD HOUSTON TX 77077","PASS"
"2015-07-17 00:00:00","ALONTI","2707 FOUNTAINVIEW DR STE D HOUSTON TX 77057","PASS"
"2015-07-08 00:00:00","LAS CAZUELAS","844 SHARPSTOWN CTR STE FC-17 HOUSTON TX 77036","PASS"
"2015-11-03 00:00:00","LA SALSA PRONTO AIRPORT","3500 N TERMINAL RD STE TCSF5 HOUSTON TX 77032","PASS"
"2015-07-16 00:00:00","SNAP KITCHEN #26","9807 KATY FWY STE 150 HOUSTON TX 77024","PASS"
"2015-08-25 00:00:00","LA MICHOACANA SUPER MARKET #1","8002 S GESSNER HOUSTON TX 77036","PASS"
"2015-07-24 00:00:00","TEXAS TAMALE COMPANY","9087 KNIGHT RD HOUSTON TX 77054","PASS"
"2015-07-24 00:00:00","CHILI'S","13050 NORTHWEST  FWY HOUSTON TX 77040","PASS"
"2016-05-14 00:00:00","FU FU RESTAURANT","9889 BELLAIRE STE E209 HOUSTON TX 77036","FAIL"
"2015-10-29 00:00:00","HIGHLAND PARK CARE CENTER","2714 MORRISON HOUSTON TX 77009","PASS"
"2015-07-21 00:00:00","BUFFALO GRILLE","1301 S VOSS HOUSTON TX 77057","PASS"
"2015-09-09 00:00:00","CHEVRON FOOD MART","4919 MAIN HOUSTON TX 77002","FAIL"
"2016-01-27 00:00:00","HONG KONG FOOD MARKET","11205 BELLAIRE BLVD HOUSTON TX 77072","PASS"
"2016-03-24 00:00:00","OFFBEAT EATZ  -       SOUTHWEST","1311 LEELAND  ST HOUSTON TX 77002","PASS"
"2015-10-29 00:00:00","DADDY & DAUGHTER","1302 BLALOCK RD STE FC1 HOUSTON TX 77055","PASS"
"2015-08-25 00:00:00","FLEMING'S PRIME STEAKHOUSE & WINE BAR","788 W SAM HOUSTON PKWY N STE 120 HOUSTON TX 77024","PASS"
"2015-07-28 00:00:00","BREWINGZ","8490 S SAM HOUSTON PKWY STE E HOUSTON TX 77075","PASS"
"2016-03-17 00:00:00","TAQUERIA CHIQUIS  -  EL GUERO","HOUSTON TX 77071","FAIL"
"2015-11-04 00:00:00","HOUSTON MUSEUM OF NATURAL SCIENCE","5555 HERMANN PARK DR HOUSTON TX 77030","PASS"
"2015-07-28 00:00:00","COMIDA HONDURENA LAS CATRACHITAS - SOUTHWEST","3803 S GESSNER HOUSTON TX 77063","PASS"
"2015-09-28 00:00:00","JAMES CONEY ISLAND #19","5745 WESTHEIMER HOUSTON TX 77057","PASS"
"2016-05-19 00:00:00","IRMA'S S.W. GRILL","1314 TEXAS AVE STE 100 HOUSTON TX 77002","PASS"
"2015-09-22 00:00:00","BP CORPORATION","201 HELIOS  WAY HOUSTON TX 77079","PASS"
"2016-04-30 00:00:00","SHOP N GO","2900 HILLCROFT HOUSTON TX 77057","PASS"
"2016-05-31 00:00:00","CLICKS BILLIARDS","13380 NORTHWEST  FWY HOUSTON TX 77040","PASS"
"2015-08-03 00:00:00","AL'S PIZZA HOUSE","757 W LITTLE YORK RD HOUSTON TX 77091","PASS"
"2015-11-05 00:00:00","SHAVER 66","4120 S SHAVER HOUSTON TX 77034","PASS"
"2015-09-27 00:00:00","CHATT-N-PAAN","6121 HILLCROFT STE M2 HOUSTON TX 77081","FAIL"
"2015-10-01 00:00:00","GRAY'S PUBLIC HOUSE","510 GRAY ST STE D HOUSTON TX 77002","PASS"
"2016-05-25 00:00:00","JESSUP ELEMENTARY SCHOOL","9301 ALMEDA GENOA HOUSTON TX 77075","PASS"
"2016-03-04 00:00:00","DIVA'S BIKINI SPORTS BAR AND GRILL","11927 EAST  FWY HOUSTON TX 77029","PASS"
"2015-10-26 00:00:00","TAQUERIA LA REFORMA #2   -   Mi Jalisco","620 LITTLE YORK RD HOUSTON TX 77076","PASS"
"2015-10-30 00:00:00","WING KEE","6938 WILCREST STE B HOUSTON TX 77072","PASS"
"2015-12-14 00:00:00","SUPER  MERCADO SAN FRANCISCO","9934 MESA DR HOUSTON TX 77078","PASS"
"2015-07-23 00:00:00","ABU OMAR TACOS  -  SOUTHWEST","2802 O.S.T. HOUSTON TX 77054","PASS"
"2016-04-20 00:00:00","WHATABURGER #745","2720 W SAM HOUSTON PKWY S HOUSTON TX 77042","PASS"
"2016-04-26 00:00:00","GREATER MOUNT ZION MISSIONARY BAPTIST FOOD PANTRY","835 W 23RD ST HOUSTON TX 77008","PASS"
"2016-04-26 00:00:00","SUNNY'S","2939 FONDREN HOUSTON TX 77063","PASS"
"2015-11-10 00:00:00","SLICK WILLIE'S FAMILY POOLHALL","1200 WESTHEIMER HOUSTON TX 77006","PASS"
"2016-01-07 00:00:00","DOMINO'S PIZZA #6627","50 ALDINE BENDER HOUSTON TX 77060","PASS"
"2015-10-27 00:00:00","ALEFIA FOOD MART","7701 W MONTGOMERY HOUSTON TX 77088","PASS"
"2015-07-29 00:00:00","MONTEREY'S TEX MEX CAFE #13","1331 CROSSTIMBERS HOUSTON TX 77022","PASS"
"2015-07-16 00:00:00","ANTICA OSTERIA","2311 BISSONNET HOUSTON TX 77005","PASS"
"2016-01-27 00:00:00","MURPHY'S DELI AT ST LUKE'S","6624 FANNIN STE 160 HOUSTON TX 77030","PASS"
"2016-03-31 00:00:00","DON PICO'S MEXICAN RESTAURANT","2110 BAY AREA  BLVD HOUSTON TX 77058","FAIL"
"2015-12-05 00:00:00","BEECHNUT FOOD STORE","12306 BEECHNUT HOUSTON TX 77072","FAIL"
"2015-11-13 00:00:00","NGUYEN NGO FRENCH CAFE","11210 BELLAIRE BLVD STE 136 HOUSTON TX 77072","PASS"
"2016-05-25 00:00:00","EAST END CENTER (Day Care)","222 S 66TH ST HOUSTON TX 77011","PASS"
"2015-09-24 00:00:00","THAI SPICE EXPRESS","8282 BELLAIRE BLVD STE 112 HOUSTON TX 77036","FAIL"
"2016-05-23 00:00:00","DONERAKI","2903 WOODRIDGE STE 300 HOUSTON TX 77087","PASS"
"2016-03-10 00:00:00","EATSIE BOYS       -     GARCIA'S","2202 DALLAS HOUSTON TX 77003","PASS"
"2016-06-03 00:00:00","MATAMOROS MEAT MARKET","4818 IRVINGTON HOUSTON TX 77009","PASS"
"2015-11-20 00:00:00","NOLA MEAT MARKET","5225 MARTIN LUTHER KING BLVD HOUSTON TX 77021","PASS"
"2015-11-02 00:00:00","HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL","2801 GESSNER DR STE BLDG. D HOUSTON TX 77080","PASS"
"2015-11-19 00:00:00","CLUB COSMO","9344 RICHMOND AVE HOUSTON TX 77063","PASS"
"2016-05-15 00:00:00","OREM FOOD MART","12310 CULLEN HOUSTON TX 77047","FAIL"
"2015-09-15 00:00:00","CRAWDADDY","10613 BELLAIRE BLVD STE A-125 HOUSTON TX 77072","PASS"
"2016-01-27 00:00:00","DURKEE ELEMENTARY","7301 NORDLING HOUSTON TX 77076","PASS"
"2016-05-15 00:00:00","FOUNTAINVIEW CAFE","1842 FOUNTAINVIEW DR HOUSTON TX 77057","PASS"
"2016-04-29 00:00:00","TAQUERIA ARANDITAS   -   TEXAS","4005 HOLLISTER HOUSTON TX 77080","FAIL"
"2015-08-17 00:00:00","BEST WESTERN INN & SUITES","11611 NORTHWEST  FWY HOUSTON TX 77092","PASS"
"2015-09-01 00:00:00","FLEMING'S PRIME STEAKHOUSE & WINE BAR","788 W SAM HOUSTON PKWY N STE 120 HOUSTON TX 77024","PASS"
"2015-07-08 00:00:00","TACOS Y ELOTES EL VIEJON      -    TEXAS","3911 HOLLISTER RD HOUSTON TX 77080","PASS"
"2016-05-24 00:00:00","VIETOPIA","5176 BUFFALO SPEEDWAY HOUSTON TX 77005","PASS"
"2016-03-14 00:00:00","MI TAQUITO     -       EL GUERO","4120 S SHAVER ST HOUSTON TX 77034","FAIL"
"2015-09-24 00:00:00","MID-TOWN FOOD MART","4620 WASHINGTON AVE HOUSTON TX 77007","PASS"
"2016-02-05 00:00:00","PAPPASITO'S RESTAURANT","2515 SOUTH LOOP WEST HOUSTON TX 77045","PASS"
"2015-09-03 00:00:00","SKAYS CHEVRON","10720 S POST OAK  RD HOUSTON TX 77035","PASS"
"2016-03-04 00:00:00","PUCS-POP UP COFFEE STOP,LLC -  DIANA'S","609 WESTBURY SQUARE HOUSTON TX 77035","PASS"
"2015-12-21 00:00:00","MISTER CARWASH #12","5735 WESTHEIMER RD HOUSTON TX 77057","PASS"
"2015-10-20 00:00:00","TAQUERIA GERRERO        -    TEXAS #2","3335 ANTOINE DR STE A HOUSTON TX 77092","PASS"
"2015-11-18 00:00:00","RECKLING PARK RICE UNIVERSITY","6100 MAIN ST HOUSTON TX 77030","PASS"
"2016-01-12 00:00:00","WOK & ROLL RESTAURANT","1000 MAIN STE T80 HOUSTON TX 77002","FAIL"
"2015-11-12 00:00:00","TONY'S MEXICAN RESTAURANT","2222 ELLA BLVD HOUSTON TX 77008","PASS"
"2016-01-27 00:00:00","NIGHTINGALE ROOM","308 MAIN STE 100 HOUSTON TX 77002","PASS"
"2016-03-09 00:00:00","PENZEY'S SPICES","516 W 19TH HOUSTON TX 77008","PASS"
"2015-07-13 00:00:00","HARTZ CHICKEN #198","7069 BEECHNUT HOUSTON TX 77081","PASS"
"2016-05-18 00:00:00","MURPHY'S DELI","507 N SAM HOUSTON PKWY E HOUSTON TX 77060","PASS"
"2016-02-18 00:00:00","JR'S BAR-B-Q","102 MCCARTY ST HOUSTON TX 77029","FAIL"
"2015-12-24 00:00:00","HONG KONG DIM SUM","9889 BELLAIRE STE 110 HOUSTON TX 77036","PASS"
"2016-06-02 00:00:00","THE LIFE CENTER FOR THE HOMELESS","4517 YALE ST STE F HOUSTON TX 77018","PASS"
"2016-01-29 00:00:00","SIMO'S DINER","5004 N SHEPHERD HOUSTON TX 77018","PASS"
"2016-06-01 00:00:00","GOLDEN STAR","7840 W TIDWELL RD HOUSTON TX 77040","PASS"
"2015-10-08 00:00:00","JAPANESE FOOD EXPRESS JFE","1035 N SHEPHERD HOUSTON TX 77008","PASS"
"2016-02-10 00:00:00","MARTIN ELEMENTARY SCHOOL","11718 HENDON HOUSTON TX 77072","PASS"
"2016-04-14 00:00:00","EL TRI ANTOJITOS MEXICANOS","140 S HEIGHTS BLVD HOUSTON TX 77007","PASS"
"2015-12-09 00:00:00","FACE 2  RESTAURANT & BAR","7403 S KIRKWOOD DR HOUSTON TX 77072","PASS"
"2015-12-07 00:00:00","TARGET  T1435","984 GESSNER DR HOUSTON TX 77024","FAIL"
"2016-03-09 00:00:00","TAKERIA AREVALO  -  TEX STAR","4830 BRISTOL ST HOUSTON TX 77009","PASS"
"2015-07-15 00:00:00","MR. PAPAS - N- HOT DOGS - FIESTA","5800 LYONS  AVE HOUSTON TX 77020","PASS"
"2015-10-01 00:00:00","GUMBO JEAUX'S","2155 DURHAM DR HOUSTON TX 77007","PASS"
"2016-05-13 00:00:00","THE VILLAGE SCHOOL ATHLETICS","12959 WHITTINGTON HOUSTON TX 77077","PASS"
"2015-08-17 00:00:00","CHURCH'S CHICKEN #1495","925 E TIDWELL HOUSTON TX 77022","FAIL"
"2015-11-29 00:00:00","SARAH PLACE","9968 BELLAIRE STE 160 HOUSTON TX 77036","PASS"
"2015-08-11 00:00:00","ORIENT EXPRESS","3358 FOUNTAINVIEW HOUSTON TX 77057","PASS"
"2015-07-29 00:00:00","SULTAN PEPPER","303 MEMORIAL CITY MALL STE 730 HOUSTON TX 77024","PASS"
"2016-05-03 00:00:00","GRISSOM ELEMENTARY SCHOOL","4900 SIMSBROOK HOUSTON TX 77045","PASS"
"2015-08-06 00:00:00","BOTANAS EL CACAHUATES   -   TEXAS","2045 WIRT RD HOUSTON TX 77055","PASS"
"2015-12-11 00:00:00","PIZZA HUT","4407 W FUQUA STE H HOUSTON TX 77053","PASS"
"2015-09-24 00:00:00","LA MICHOACANA","6036 S GESSNER HOUSTON TX 77036","PASS"
"2016-02-15 00:00:00","BIDA TU DO","12132 SABO RD STE C1 HOUSTON TX 77089","PASS"
"2016-04-06 00:00:00","KASHMERE MULTI-SERVICE CENTER","4802 LOCKWOOD HOUSTON TX 77026","PASS"
"2016-05-09 00:00:00","CHEVRON FOOD MART","4919 MAIN HOUSTON TX 77002","PASS"
"2016-02-24 00:00:00","OCEAN PALACE CHINESE REST.","11215 BELLAIRE BLVD HOUSTON TX 77072","PASS"
"2016-01-05 00:00:00","DOMINO'S PIZZA","3731 W ALABAMA HOUSTON TX 77027","PASS"
"2016-02-12 00:00:00","TAQUERIA  DF","6806 LONG POINT STE A HOUSTON TX 77055","PASS"
"2016-04-04 00:00:00","GROCERY SERVICES","8502 JENSEN HOUSTON TX 77093","PASS"
"2015-12-16 00:00:00","COLIMA MEXICAN KITCHEN","3354 FOUNTAINVIEW HOUSTON TX 77057","PASS"
"2016-06-27 00:00:00","PALETERIA LA BENDICION DE DIOS  -  SABROSITA","6441 HIGHSTAR HOUSTON TX 77091","PASS"
"2016-02-17 00:00:00","CRU A WINE BAR","2800 KIRBY DR STE B-130 HOUSTON TX 77098","FAIL"
"2016-02-04 00:00:00","DOMINOS PIZZA #6732","975 MCKINNEY ST HOUSTON TX 77002","FAIL"
"2015-09-25 00:00:00","WESTWOOD COUNTRY CLUB","8888 COUNTRY CREEK HOUSTON TX 77036","PASS"
"2016-03-17 00:00:00","OFFICE FEED TX","8147 LONG POINT DR HOUSTON TX 77055","PASS"
"2015-09-10 00:00:00","TACO BELL # 24142","2475 HIGHWAY 6 S HOUSTON TX 77077","PASS"
"2016-02-24 00:00:00","EL REGIO TAQUERIA #2 - Diana's","5502  W AIRPORT HOUSTON TX 77035","PASS"
"2015-10-12 00:00:00","ELEANOR TINSLEY ELEMENTARY","11035 BOB WHITE HOUSTON TX 77096","PASS"
"2015-09-25 00:00:00","LA PETITE","11803 BRIAR FOREST HOUSTON TX 77077","PASS"
"2015-07-07 00:00:00","GOLDEN STAR","7840 W TIDWELL RD HOUSTON TX 77040","FAIL"
"2016-03-22 00:00:00","DEM BONES BOB-B-Q-GARCIA BROTHERS.","7502 FONDREN DR HOUSTON TX 77007","PASS"
"2015-09-23 00:00:00","BREWINGZ","12250 GULF FWY HOUSTON TX 77089","PASS"
"2016-04-23 00:00:00","CARL'S JR.","12714 NORTHWEST FWY HOUSTON TX 77092","PASS"
"2015-11-02 00:00:00","ANDIAMO FRESH ITALIAN","407 MAIN STE 120 HOUSTON TX 77002","PASS"
"2016-01-27 00:00:00","CHANG'S CHINESE RESTAURANT","5761 SAN  FELIPE ST HOUSTON TX 77057","PASS"
"2016-01-29 00:00:00","ELAN CAFE II","1800 BERING DR STE 120 HOUSTON TX 77057","PASS"
"2015-10-22 00:00:00","KLEIN HEAD START","6447 PRESTWOOD HOUSTON TX 77081","PASS"
"2016-01-11 00:00:00","ARBY'S #1977","2415 BAY AREA  BLVD HOUSTON TX 77058","PASS"
"2015-12-17 00:00:00","B & G TOBACCO & CANDY CO.","11460 GULF  FWY HOUSTON, TX 77034","PASS"
"2016-04-06 00:00:00","KIM TEAHOUSE AND TAPIOKA","10944 WESTHEIMER RD HOUSTON TX 77042","PASS"
"2015-09-15 00:00:00","VALERO CORNER STORE # 2591","1544 N SHEPHERD DR HOUSTON TX 77008","PASS"
"2016-06-02 00:00:00","TULAROSA SOUTHWESTERN GRILL","1522 KINGWOOD DR HUMBLE TX 77339","PASS"
"2015-12-02 00:00:00","HABACUC 23, CORPORATION","2000 WIRT STE C HOUSTON TX 77055","PASS"
"2015-10-27 00:00:00","SOCIETY OF ST VINCENT DE PAUL- FOOD PANTRY","8421 W MONTGOMERY RD HOUSTON TX 77088","PASS"
"2015-09-30 00:00:00","REGAL COTTAGE OF SOUTHLAND ACRES","7441 COFFEE HOUSTON TX 77033","PASS"
"2016-03-08 00:00:00","SULTAN PEPPER","303 MEMORIAL CITY MALL STE 730 HOUSTON TX 77024","PASS"
"2016-01-21 00:00:00","THAI GOURMET","6324 RICHMOND HOUSTON TX 77057","PASS"
"2016-03-25 00:00:00","HUNGRY FARMER BAR-B-Q","40 E CROSSTIMBERS HOUSTON TX 77022","PASS"
"2015-08-27 00:00:00","UNCLE WILLY ICE CREAM","3907 COYLE ST HOUSTON TX TX","PASS"
"2015-09-16 00:00:00","HAI CANG HARBOR SEAFOOD RESTAURANT","11768 BELLAIRE BLVD HOUSTON TX 77082","PASS"
"2016-03-30 00:00:00","TACOSMYWAY","17068 SATURN HOUSTON TX 77058","PASS"
"2016-06-03 00:00:00","TAQUERIA DEL ANGEL","4368 TELEPHONE RD HOUSTON TX 77087","PASS"
"2015-09-10 00:00:00","FUEL MAX # 8","19906 ALDINE WESTFIELD HUMBLE TX 77338","PASS"
"2016-03-11 00:00:00","99 CENTS ONLY STORE 2802","7639 WESTHEIMER HOUSTON TX 77063","PASS"
"2015-08-04 00:00:00","TACO BELL","3356 SCOTT HOUSTON TX 77004","PASS"
"2016-04-06 00:00:00","APOLLO'S LEARNING CENTER","5133 ALMEDA GENOA RD HOUSTON TX 77048","PASS"
"2016-03-29 00:00:00","TAQUERIA ESTRELLA    -     Mi Jalisco","4903 AIRLINE DR HOUSTON TX 77022","FAIL"
"2015-09-28 00:00:00","ORIENT BAR","6417 N MAIN ST HOUSTON TX 77009-1731","PASS"
"2016-03-18 00:00:00","BINGLE FOOD STORE","1508 BINGLE HOUSTON TX 77055","PASS"
"2015-11-10 00:00:00","FURR SENIOR HIGH","520 MERCURY  DR HOUSTON TX 77013","PASS"
"2016-06-30 00:00:00","TAQUERIA EL PICARO   -   DIANA'S","2800 REED  ST HOUSTON TX 77045","PASS"
"2016-02-25 00:00:00","PANCHO'S MEAT MARKET #4","8564 LONG POINT HOUSTON TX 77055","PASS"
"2015-12-23 00:00:00","YOGURTLAND","303 MEMORIAL CITY MALL STE 247 HOUSTON TX 77024","PASS"
"2015-07-23 00:00:00","KOOKITOS REFRESHMENTS-3 BROTHERS","723 KRESS ST HOUSTON TX 77020","PASS"
"2016-02-19 00:00:00","PIZZA  HUT #028529","8615 TIDWELL RD STE B HOUSTON TX 77028","PASS"
"2016-06-29 00:00:00","PARK PLAZA HOSPITAL - ATTN: FOOD SERVICES","1313 HERMAN DR HOUSTON TX 77004","PASS"
"2016-06-30 00:00:00","CAPTAIN'S HALF SHELL","10896 NORTHWEST  FWY HOUSTON TX 77092","PASS"
"2016-01-20 00:00:00","STAR BAKERY","10001 W BELLFORT STE I HOUSTON TX 77031","FAIL"
"2015-11-09 00:00:00","BERRYHILLS","731 MEMORIAL CITY MALL HOUSTON TX 77024","PASS"
"2015-08-18 00:00:00","MARBLE SLAB CREAMERY","9913 S POST OAK RD HOUSTON TX 77096","PASS"
"2016-01-13 00:00:00","SICILY PIZZA & PASTA","13147 NORTHWEST  FWY HOUSTON TX 77040","PASS"
"2016-01-26 00:00:00","PICANHA HOUSE","1322 S. DAIRY ASHFORD ST HOUSTON TX 77077","PASS"
"2015-12-02 00:00:00","DISCOUNT GROCERS & DEVANSHI CHAT HOUSE CATERING","12600 BISSONNET STE C4 HOUSTON TX 77099","PASS"
"2016-01-21 00:00:00","WESTCO DONUTS","5257 BEECHNUT HOUSTON TX 77096","PASS"
"2016-06-30 00:00:00","MACARON BY PATISSE","8209 DUNLAP ST HOUSTON TX 77074","PASS"
"2016-01-26 00:00:00","ZOE'S KITCHEN","3701 S SHEPHERD DR STE A HOUSTON TX 77098","PASS"
"2016-03-17 00:00:00","OSTIONERIA LAS ROCAS","7220 AIRLINE STE A3 HOUSTON TX 77076","PASS"
"2015-07-28 00:00:00","GIO LUA DUC HUONG","11360 BELLAIRE BLVD STE 950 HOUSTON TX 77072","PASS"
"2016-01-20 00:00:00","AUBREY'S CLUB","770 W GULF BANK RD HOUSTON TX 77088","PASS"
"2016-03-15 00:00:00","LA MADELEINE","4570 KINGWOOD  DR KINGWOOD TX 77345","PASS"
"2016-03-28 00:00:00","MACGREGOR ELEMENTARY","4801 LA BRANCH HOUSTON TX 77004","PASS"
"2016-05-12 00:00:00","LA QUINTA INNS #4015","11130 NORTHWEST  FWY HOUSTON TX 77092","PASS"
"2015-07-23 00:00:00","ELSYS RESTAURANT","11202 AIRLINE ST STE A HOUSTON TX 77037","PASS"
"2016-06-01 00:00:00","COMMUNITY FAMILY CENTERS","7524 AVENUE E STE 150 HOUSTON TX 77012","PASS"
"2015-09-15 00:00:00","ABASOLO RESTAURANT AND SEAFOOD","1822 N MAIN STE B HOUSTON TX 77009","PASS"
"2015-12-10 00:00:00","KARBACH BREWING COMPANY","2032 KARBACH ST STE A HOUSTON TX 77092","PASS"
"2016-02-10 00:00:00","LA QUINTA INN & SUITES","18201 KENSWICK HOUSTON TX 77338","PASS"
"2016-03-18 00:00:00","EL GALLITO REGIO  -  El Guero","903 EDGEBROOK Houston TX 77034","PASS"
"2016-01-15 00:00:00","RED APPLE PRIVATE SCHOOL & CHILD CARE","7605 BISSONNET ST HOUSTON TX 77074","PASS"
"2016-01-31 00:00:00","SHIPLEY DONUTS","5823 GULF  FWY STE B-400 HOUSTON TX 77023","PASS"
"2015-08-21 00:00:00","JINYA  RAMEN BAR","3201 LOUISIANA ST STE 105 HOUSTON TX 77006","PASS"
"2016-01-25 00:00:00","FONDA SANTA ROSA MEXICAN CUISINE","9908 BEECHNUT STE H HOUSTON TX 77036","PASS"
"2015-09-04 00:00:00","MIKE'S PIT STOP","10185 FRIENDLY HOUSTON TX 77093","PASS"
"2016-01-05 00:00:00","CALIENTE","790 W SAM HOUSTON PKWY N STE 112 HOUSTON TX 77024","PASS"
"2015-11-09 00:00:00","SAVOY RESTAURANT","11246 S WILCREST STE 145B HOUSTON TX 77099","PASS"
"2016-03-06 00:00:00","CLASSIC DONUTS","8409 HILLCROFT STE B HOUSTON TX 77096","FAIL"
"2016-05-17 00:00:00","1 STOP FOOD MART","3409 W T C JESTER BLVD HOUSTON TX 77018","PASS"
"2016-03-10 00:00:00","MY FIT FOODS  #25","9758 KATY  FWY STE 250 HOUSTON TX 77055","PASS"
"2015-10-20 00:00:00","STARBUCKS # 10702","9602 S MAIN HOUSTON TX 77025","PASS"
"2015-07-30 00:00:00","FREEDOM ACADEMY DAY CARE","4027 IRVINGTON HOUSTON TX 77009","PASS"
"2015-08-05 00:00:00","CICI'S PIZZA 866","10088 LONG POINT RD STE C HOUSTON TX 77055","PASS"
